Date,Adj Close,Close,High,Low,Open,Volume
,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO
2013-11-01,3.3164138793945312,4.4720001220703125,4.589000225067139,4.456999778747559,4.578999996185303,22074000
2013-11-04,3.340146541595459,4.504000186920166,4.53000020980835,4.460000038146973,4.508999824523926,13911000
2013-11-05,3.3394038677215576,4.502999782562256,4.519999980926514,4.459000110626221,4.504000186920166,12484000
2013-11-06,3.3646185398101807,4.5370001792907715,4.548999786376953,4.497000217437744,4.51800012588501,10405000
2013-11-07,3.237806558609009,4.366000175476074,4.550000190734863,4.357999801635742,4.535999774932861,32309000
2013-11-08,3.288975954055786,4.434999942779541,4.439000129699707,4.309999942779541,4.373000144958496,36069000
2013-11-11,3.2785937786102295,4.421000003814697,4.458000183105469,4.388999938964844,4.443999767303467,9140000
2013-11-12,3.346820116043091,4.513000011444092,4.51800012588501,4.431000232696533,4.455999851226807,13438000
2013-11-13,3.365361213684082,4.538000106811523,4.538000106811523,4.434999942779541,4.434999942779541,9863000
2013-11-14,3.185152292251587,4.295000076293945,4.508999824523926,4.257999897003174,4.489999771118164,59660000
2013-11-15,3.308258295059204,4.460999965667725,4.480999946594238,4.289000034332275,4.297999858856201,48369000
2013-11-18,3.2600531578063965,4.395999908447266,4.4720001220703125,4.386000156402588,4.460999965667725,13463000
2013-11-19,3.185152292251587,4.295000076293945,4.425000190734863,4.293000221252441,4.383999824523926,12296000
2013-11-20,3.166612386703491,4.269999980926514,4.326000213623047,4.244999885559082,4.324999809265137,11085000
2013-11-21,3.192568302154541,4.304999828338623,4.322000026702881,4.271999835968018,4.293000221252441,15434000
2013-11-22,3.2111082077026367,4.329999923706055,4.3520002365112305,4.295000076293945,4.306000232696533,11219000
2013-11-25,3.241513252258301,4.370999813079834,4.400000095367432,4.340000152587891,4.39300012588501,16001000
2013-11-26,3.3186399936676025,4.474999904632568,4.486000061035156,4.355000019073486,4.379000186920166,18712000
2013-11-27,3.3127074241638184,4.4670000076293945,4.480999946594238,4.373000144958496,4.449999809265137,19086000
2013-11-29,3.3171563148498535,4.4730000495910645,4.508999824523926,4.466000080108643,4.499000072479248,11401000
2013-12-02,3.337179660797119,4.5,4.620999813079834,4.49399995803833,4.548999786376953,24454000
2013-12-03,3.320863962173462,4.478000164031982,4.497000217437744,4.460999965667725,4.493000030517578,16189000
2013-12-04,3.300100803375244,4.449999809265137,4.489999771118164,4.441999912261963,4.447999954223633,26443000
2013-12-05,3.52925181388855,4.758999824523926,4.76800012588501,4.50600004196167,4.552999973297119,45947000
2013-12-06,3.4825332164764404,4.696000099182129,4.830999851226807,4.695000171661377,4.830999851226807,27552000
2013-12-09,3.5129380226135254,4.736999988555908,4.754000186920166,4.65500020980835,4.709000110626221,20719000
2013-12-10,3.4558351039886475,4.659999847412109,4.741000175476074,4.6479997634887695,4.736999988555908,15997000
2013-12-11,3.4194958209991455,4.611000061035156,4.698999881744385,4.605999946594238,4.676000118255615,13005000
2013-12-12,3.3927993774414062,4.574999809265137,4.64900016784668,4.572999954223633,4.644999980926514,13678000
2013-12-13,3.3853836059570312,4.565000057220459,4.614999771118164,4.560999870300293,4.603000164031982,15876000
2013-12-16,3.71539306640625,5.010000228881836,5.054999828338623,4.835999965667725,4.9710001945495605,121534000
2013-12-17,3.9719862937927246,5.355999946594238,5.453999996185303,5.03000020980835,5.034999847412109,87230000
2013-12-18,3.9600632190704346,5.315000057220459,5.34499979019165,5.201000213623047,5.34499979019165,42787000
2013-12-19,3.8326568603515625,5.144000053405762,5.301000118255615,5.13100004196167,5.295000076293945,30366000
2013-12-20,3.848304033279419,5.164999961853027,5.202000141143799,5.132999897003174,5.14300012588501,28889000
2013-12-23,3.8788516521453857,5.205999851226807,5.228000164031982,5.179999828338623,5.228000164031982,12988000
2013-12-24,3.920574903488159,5.26200008392334,5.2789998054504395,5.223999977111816,5.230999946594238,7448000
2013-12-26,3.9280264377593994,5.271999835968018,5.295000076293945,5.245999813079834,5.2829999923706055,7010000
2013-12-27,3.9324965476989746,5.2779998779296875,5.306000232696533,5.261000156402588,5.289000034332275,8043000
2013-12-30,3.9265353679656982,5.269999980926514,5.284999847412109,5.218999862670898,5.2789998054504395,10962000
2013-12-31,3.939945697784424,5.288000106811523,5.329999923706055,5.254000186920166,5.2870001792907715,8655000
2014-01-02,3.9228100776672363,5.264999866485596,5.288000106811523,5.189000129699707,5.284999847412109,14537000
2014-01-03,3.937711715698242,5.284999847412109,5.296000003814697,5.196000099182129,5.244999885559082,11661000
2014-01-06,3.910888671875,5.249000072479248,5.340000152587891,5.243000030517578,5.28000020980835,12634000
2014-01-07,3.9481422901153564,5.298999786376953,5.306000232696533,5.249000072479248,5.2820000648498535,13359000
2014-01-08,4.0070013999938965,5.377999782562256,5.392000198364258,5.285999774932861,5.310999870300293,22968000
2014-01-09,3.966024160385132,5.322999954223633,5.416999816894531,5.276000022888184,5.400000095367432,12339000
2014-01-10,3.9712400436401367,5.329999923706055,5.4019999504089355,5.2870001792907715,5.394000053405762,16691000
2014-01-13,3.9220662117004395,5.263999938964844,5.377999782562256,5.238999843597412,5.361999988555908,13944000
2014-01-14,4.118018627166748,5.5269999504089355,5.584000110626221,5.27400016784668,5.331999778747559,34855000
2014-01-15,4.244683265686035,5.697000026702881,5.7179999351501465,5.552000045776367,5.567999839782715,27187000
2014-01-16,4.129941940307617,5.543000221252441,5.696000099182129,5.514999866485596,5.676000118255615,24084000
2014-01-17,4.182841777801514,5.613999843597412,5.642000198364258,5.5229997634887695,5.526000022888184,31181000
2014-01-21,4.180606365203857,5.611000061035156,5.682000160217285,5.5879998207092285,5.660999774932861,16597000
2014-01-22,4.258094310760498,5.715000152587891,5.7179999351501465,5.585000038146973,5.619999885559082,25526000
2014-01-23,4.176136493682861,5.605000019073486,5.715000152587891,5.573999881744385,5.672999858856201,15551000
2014-01-24,4.059904098510742,5.448999881744385,5.598999977111816,5.414999961853027,5.570000171661377,17426000
2014-01-27,4.056922912597656,5.445000171661377,5.525000095367432,5.374000072479248,5.461999893188477,21031000
2014-01-28,4.0770416259765625,5.4720001220703125,5.480000019073486,5.296000003814697,5.440000057220459,25223000
2014-01-29,4.028609275817871,5.4070000648498535,5.593999862670898,5.336999893188477,5.394000053405762,23974000
2014-01-30,4.101627826690674,5.505000114440918,5.5269999504089355,5.408999919891357,5.48199987411499,11989000
2014-01-31,4.071081161499023,5.464000225067139,5.5289998054504395,5.382999897003174,5.382999897003174,15784000
2014-02-03,3.968259811401367,5.326000213623047,5.517000198364258,5.296000003814697,5.480000019073486,11421000
2014-02-04,4.02414083480835,5.401000022888184,5.415999889373779,5.309999942779541,5.35099983215332,13487000
2014-02-05,4.021904468536377,5.3979997634887695,5.4730000495910645,5.318999767303467,5.372000217437744,9017000
2014-02-06,4.112804889678955,5.519999980926514,5.586999893188477,5.361999988555908,5.39900016784668,18053000
2014-02-07,4.214877605438232,5.6570000648498535,5.684000015258789,5.513000011444092,5.546999931335449,17039000
2014-02-10,4.195508003234863,5.63100004196167,5.6479997634887695,5.557000160217285,5.61899995803833,12347000
2014-02-11,4.326639175415039,5.807000160217285,5.815999984741211,5.61899995803833,5.619999885559082,17344000
2014-02-12,4.39146089553833,5.894000053405762,5.980000019073486,5.820000171661377,5.820000171661377,25864000
2014-02-13,4.401893138885498,5.9079999923706055,5.951000213623047,5.73799991607666,5.743000030517578,22614000
2014-02-14,4.327385425567627,5.808000087738037,5.8379998207092285,5.74399995803833,5.75,28180000
2014-02-18,4.348992347717285,5.836999893188477,5.85099983215332,5.7729997634887695,5.85099983215332,15872000
2014-02-19,4.299072265625,5.769999980926514,5.8420000076293945,5.749000072479248,5.818999767303467,14598000
2014-02-20,4.395930767059326,5.900000095367432,5.9029998779296875,5.769999980926514,5.803999900817871,22282000
2014-02-21,4.36240291595459,5.855000019073486,5.949999809265137,5.840000152587891,5.942999839782715,17998000
2014-02-24,4.4384002685546875,5.956999778747559,5.999000072479248,5.85099983215332,5.85099983215332,20672000
2014-02-25,4.395930767059326,5.900000095367432,6.0,5.839000225067139,6.0,26929000
2014-02-26,4.612003326416016,6.190000057220459,6.348999977111816,5.997000217437744,6.0,49125000
2014-02-27,4.573257923126221,6.138000011444092,6.2220001220703125,6.078000068664551,6.11899995803833,16460000
2014-02-28,4.597101211547852,6.170000076293945,6.197000026702881,6.078999996185303,6.114999771118164,15225000
2014-03-03,4.6000823974609375,6.173999786376953,6.247000217437744,6.085000038146973,6.114999771118164,15340000
2014-03-04,4.72003698348999,6.335000038146973,6.409999847412109,6.228000164031982,6.25,36761000
2014-03-05,4.699921607971191,6.308000087738037,6.422999858856201,6.294000148773193,6.315999984741211,24656000
2014-03-06,4.741644859313965,6.363999843597412,6.390999794006348,6.304999828338623,6.328999996185303,12162000
