Date,ret,eq
2014-02-03,0.0,1.0
2014-02-04,0.001261742144730277,1.0012617421447303
2014-02-05,8.019829436423659e-05,1.0013420416286625
2014-02-06,0.005311710922629609,1.0066608810884696
2014-02-07,0.00521248129882142,1.0119080821053985
2014-02-10,-0.000294347496879882,1.0116102294943583
2014-02-11,0.0048011663768806785,1.0164671385147153
2014-02-12,0.001258081803259842,1.0177459373252924
2014-02-13,0.008645276901590816,1.0265446327689387
2014-02-14,0.0006008684925783771,1.0271614510949951
2014-02-18,0.0035618838853088753,1.0308200809152608
2014-02-19,-0.003862441387456433,1.0268385987717126
2014-02-20,0.0026573193233625446,1.029567236822203
2014-02-21,-0.0005443455231296689,1.0290067965060778
2014-02-24,0.0046121586807833575,1.0337527391351686
2014-02-25,0.009422417902647957,1.043493189451307
2014-02-26,0.001098470561619247,1.0446394360011695
2014-02-27,0.002083490590587989,1.046815932436635
2014-02-28,-0.0016264048644444693,1.0451133859119421
2014-03-03,0.0,1.0451133859119421
2014-03-04,0.006987377707737836,1.0524159878867216
2014-03-05,0.006216784978882927,1.058958631791752
2014-03-06,0.0022583925024544926,1.0613501760261999
2014-03-07,0.0017120557331683384,1.0631672666799645
2014-03-10,-0.003374918289199974,1.0595791640271675
2014-03-11,-0.003558345742019087,1.0558088150205192
2014-03-12,0.00538417286038988,1.061493472188113
2014-03-13,-0.002088801359041903,1.0592762231807924
2014-03-14,-0.0031801402757275165,1.0559075762003345
2014-03-17,0.005569686067015351,1.0617886499155536
2014-03-18,0.005498437427016967,1.0676268283678312
2014-03-19,-0.002437852667929524,1.0650241114559416
2014-03-20,-0.0034967985033521384,1.0612999367369684
2014-03-21,-0.006631524597467425,1.0542619001012066
2014-03-24,-0.012069499028073073,1.0415374871226006
2014-03-25,0.0022154318961333298,1.0438449424925906
2014-03-26,-0.008438292470299003,1.0350366735741956
2014-03-27,-0.0062529472956254556,1.0285646438052967
2014-03-28,0.0037870956886913664,1.032459916533392
2014-03-31,0.0008371291862971698,1.0333242188632041
2014-04-01,0.0,1.0333242188632041
2014-04-02,0.005903085263790614,1.0394240198322935
2014-04-03,-0.010771755799751214,1.0282275981182643
2014-04-04,-0.01631033647566772,1.0114568600193878
2014-04-07,-0.00442253481241695,1.0069836568446942
2014-04-08,0.008688529039983366,1.015732863589978
2014-04-09,0.008533830514296958,1.0244009556956566
2014-04-10,-0.010287116168315912,1.0138628240614815
2014-04-11,-0.008048550880041732,1.0057026975366399
2014-04-14,-0.0011323584743905045,1.004563881564367
2014-04-15,-0.003858187204603619,1.0006880860503082
2014-04-16,0.0026843934197479822,1.0033743265637218
2014-04-17,-0.002128644447366923,1.0012384993748513
2014-04-21,0.020157390603872873,1.0214208548943857
2014-04-22,0.01436862284068327,1.0360972659199714
2014-04-23,-0.0071093514529696365,1.0287312863170854
2014-04-24,0.006113704580940738,1.0350206454947992
2014-04-25,-0.006101959891194403,1.0287049910294317
2014-04-28,0.0036452217924791974,1.0324548488807643
2014-04-29,0.007420645669905212,1.040116330484484
2014-04-30,0.008845757438290795,1.0493169472515549
2014-05-01,0.0,1.0493169472515549
2014-05-02,0.0006867539122083323,1.0500375697702264
2014-05-05,0.0004382737099676405,1.050497773631535
2014-05-06,-0.003747500642228757,1.046561032550191
2014-05-07,-0.0013453067241850746,1.0451530869558312
2014-05-08,0.0008666703541091672,1.0460588901518015
2014-05-09,-0.0004764756376114231,1.0455604685751374
2014-05-12,0.013868910774378213,1.060061253423023
2014-05-13,0.004383139097763612,1.0647076493489256
2014-05-14,-0.004467314657851173,1.0599512652606629
2014-05-15,-0.004142568749584052,1.0555603442731119
2014-05-16,0.0038618128952500274,1.0596367208223405
2014-05-19,0.004909684478434123,1.0648392027833409
2014-05-20,-0.0035904696728133513,1.0610159299193245
2014-05-21,0.007462523315715036,1.0689337860346926
2014-05-22,0.000511337567124437,1.0694803720362607
2014-05-23,0.005103882073030597,1.0749388737345547
2014-05-27,0.0044613099750359765,1.0797345092545005
2014-05-28,-0.002253025277213849,1.07730184011247
2014-05-29,0.002395799550564515,1.079882839376834
2014-05-30,-0.0009098299338309967,1.0789003296445385
2014-06-02,0.0,1.0789003296445385
2014-06-03,0.0012317743748319011,1.0802292914235923
2014-06-04,0.0018438911876219267,1.0822211166946594
2014-06-05,0.006157184730632093,1.0888845520295394
2014-06-06,-0.000725977385960813,1.0880940464688438
2014-06-09,0.0022815067816657933,1.0905765404149526
2014-06-10,0.008340967325859828,1.099673003704903
2014-06-11,0.003457954102206684,1.1034756224791502
2014-06-12,-0.0027463654958916005,1.100445075104016
2014-06-13,0.0010090099515430886,1.1015554351359227
2014-06-16,0.0065694307256268965,1.108792027257486
2014-06-17,0.0007694714804457492,1.1096452111002064
2014-06-18,0.003323019490260848,1.1133325837639672
2014-06-19,-0.0030920159086050333,1.1098901417034006
2014-06-20,-0.004759536198975461,1.1046075793970773
2014-06-23,-0.002695084470784964,1.101630568663533
2014-06-24,-0.005515193078576557,1.0955548633760916
2014-06-25,0.002475313972394605,1.0982667056369313
2014-06-26,-0.0005498018925287784,1.097662876523671
2014-06-27,0.005346014554152951,1.1035309982371198
2014-06-30,0.0014526226069648373,1.1051340123126454
2014-07-01,0.0,1.1051340123126454
2014-07-02,-0.0010838939337751317,1.103936164260691
2014-07-03,0.00365694360198483,1.107973196553584
